,Date,Home,Home_ELO,Home_ELO_xG,Away,Away_ELO,Away_ELO_xG,Expectation,Expectation_xG,G+/-,xG+/-,Points,Points_xG,Home_ELO_new,Home_ELO_xG_new,Away_ELO_new,Away_ELO_xG_new
1507,2015-02-03,Tampa Bay Lightning,1521.70755958,1613.72850981,,1598.13354643,1563.06286181,44.066413216,62.0843763993,0.0,1.37,88.1328264321,75.8312472014,1522.41959,1618.27838464,1597.42151602,1558.51298698
1508,2015-02-03,Toronto Maple Leafs,1427.93550453,1392.30002813,,1597.42151602,1558.51298698,31.5579100505,31.9662660758,1.0,0.24,31.5579100505,31.9662660758,1439.03160849,1401.46700422,1586.32541206,1549.34601089
1509,2015-02-03,Vancouver Canucks,1509.00176102,1528.48423208,Winnipeg Jets,1517.42498634,1513.10750795,53.8172628498,57.1994109538,1.0,-0.69,53.8172628498,57.1994109538,1512.69637999,1523.71350262,1513.73036736,1517.87823741
1510,2015-02-03,Washington Capitals,1529.89617854,1547.76759174,Los Angeles Kings,1495.56747028,1565.80567544,59.8468552737,52.4390784979,3.0,0.6,59.8468552737,52.4390784979,1534.45125501,1551.57246546,1491.0123938,1562.00080172
1511,2015-02-03,Winnipeg Jets,1513.73036736,1517.87823741,,1586.32541206,1549.34601089,44.6106560181,50.508310746,-1.0,0.69,55.3893439819,49.491689254,1508.37708864,1523.81724012,1591.67869078,1543.40700817
1512,2015-02-04,Boston Bruins,1545.89235789,1531.74628011,,1591.67869078,1543.40700817,48.4482204352,53.353748046,-1.0,-0.5,51.5517795648,46.646251954,1540.07857144,1525.34383034,1597.49247723,1549.80945794
1513,2015-02-04,Calgary Flames,1487.32092296,1444.43771966,San Jose Sharks,1481.95985595,1500.83633515,55.7824362704,46.9243796677,1.0,-1.03,55.7824362704,46.9243796677,1490.85832806,1440.68376928,1478.42245085,1504.59028553
1514,2015-02-04,Edmonton Oilers,1423.13330751,1400.45734496,Pittsburgh Penguins,1473.66835458,1495.22835703,47.7658157434,41.4821261673,-2.0,-2.7,52.2341842566,58.5178738327,1418.25315968,1395.93215691,1478.54850241,1499.75354508
1515,2015-02-04,New York Rangers,1538.73489871,1495.11813317,Boston Bruins,1540.07857144,1525.34383034,54.828441027,50.6870341642,1.0,0.5,54.828441027,50.6870341642,1542.34862343,1499.06317044,1536.46484672,1521.39879308
1516,2015-02-04,Pittsburgh Penguins,1478.54850241,1499.75354508,,1597.49247723,1549.80945794,38.1491972378,47.8346352235,2.0,2.7,38.1491972378,47.8346352235,1489.59857204,1509.23285328,1586.4424076,1540.33014975
1517,2015-02-04,San Jose Sharks,1478.42245085,1504.59028553,,1586.4424076,1540.33014975,39.643619323,49.893525141,-1.0,1.03,60.356380677,50.106474859,1473.66521654,1510.68280153,1591.19964192,1534.23763375
1518,2015-02-05,Anaheim Ducks,1523.605776,1530.33200135,,1591.19964192,1534.23763375,45.3230778454,54.4629300258,2.0,-1.71,45.3230778454,54.4629300258,1532.69390784,1521.79443728,1582.11151007,1542.77519781
1519,2015-02-05,Arizona Coyotes,1443.16146763,1436.06851513,Carolina Hurricanes,1444.92228474,1465.37689144,54.7689620872,50.8190172278,0.0,-0.11,90.4620758256,98.3619655444,1442.77995066,1432.00299375,1445.3038017,1469.44241282
1520,2015-02-05,Buffalo Sabres,1411.45322513,1354.92356579,St. Louis Blues,1569.42629949,1513.80759019,33.0065258341,32.8906761796,-2.0,-0.29,66.9934741659,67.1093238204,1408.81270306,1352.2923117,1572.06682156,1516.43884429
1521,2015-02-05,Carolina Hurricanes,1445.3038017,1469.44241282,,1582.11151007,1542.77519781,35.7541156547,44.5057443008,0.0,0.11,71.5082313093,89.0114886015,1447.01330782,1476.1017235,1580.40200395,1536.11588713
1522,2015-02-05,Colorado Avalanche,1516.85024336,1380.94998318,Detroit Red Wings,1524.09221806,1548.63319444,53.9862231357,31.7824858096,0.0,-0.73,92.0275537285,63.5649716193,1516.53134551,1378.40738432,1524.41111591,1551.17579331
1523,2015-02-05,Dallas Stars,1489.68261025,1519.18096216,Tampa Bay Lightning,1522.41959,1618.27838464,50.3256701872,40.8788860164,0.0,0.52,99.3486596257,81.7577720328,1489.65655663,1524.02212522,1522.44564361,1613.43722158
1524,2015-02-05,Detroit Red Wings,1524.41111591,1551.17579331,,1580.40200395,1536.11588713,46.9828385385,57.154756612,0.0,0.73,93.965677077,85.690486776,1524.77317528,1556.31722251,1580.03994458,1530.97445792
1525,2015-02-05,Florida Panthers,1521.04717442,1538.85604762,Los Angeles Kings,1491.0123938,1562.00080172,59.251457119,51.7054451865,2.0,-0.34,59.251457119,51.7054451865,1524.8035598,1534.719612,1487.25600842,1566.13723733
1526,2015-02-05,Los Angeles Kings,1487.25600842,1566.13723733,,1580.03994458,1530.97445792,41.7600580124,59.9621776513,-2.0,0.34,58.2399419876,40.0378223487,1481.38493049,1570.94177602,1585.91102251,1526.16991924
1527,2015-02-05,Nashville Predators,1555.9686426,1551.05229569,Anaheim Ducks,1532.69390784,1521.79443728,58.3086392872,59.1434323481,-2.0,1.71,41.6913607128,40.8565676519,1549.25931732,1554.51208127,1539.40323312,1518.3346517
1528,2015-02-05,New York Islanders,1529.26659458,1616.25508727,,1585.91102251,1526.16991924,46.8891398066,67.2617610727,0.0,0.71,93.7782796131,65.4764778546,1529.6398978,1620.18367594,1585.53771928,1522.24133057
1529,2015-02-05,Ottawa Senators,1484.74880817,1486.80706277,Washington Capitals,1534.45125501,1551.57246546,47.8854098882,45.7268635374,-1.0,0.18,52.1145901118,54.2731364626,1480.91797538,1491.14891368,1538.28208781,1547.23061454
1530,2015-02-05,Philadelphia Flyers,1464.88916719,1518.95636123,New York Islanders,1529.6398978,1620.18367594,45.7289596043,40.5829048008,0.0,-0.71,91.4579192085,81.1658096016,1465.23085042,1515.70972885,1529.29821457,1623.43030833
1531,2015-02-05,San Jose Sharks,1473.66521654,1510.68280153,,1585.53771928,1522.24133057,39.1142168792,53.3683892085,3.0,1.0,39.1142168792,53.3683892085,1485.94814939,1516.27859482,1573.25478643,1516.64553727
1532,2015-02-05,St. Louis Blues,1572.06682156,1516.43884429,,1573.25478643,1516.64553727,54.850639259,54.9904878905,2.0,0.29,54.850639259,54.9904878905,1578.7461276,1521.83998574,1566.57548039,1511.24439582
1533,2015-02-05,Tampa Bay Lightning,1522.44564361,1613.43722158,,1566.57548039,1511.24439582,48.6864132111,68.7776657981,0.0,-0.52,97.3728264222,62.4446684039,1522.60327403,1603.32628706,1566.41784997,1521.35533034
1534,2015-02-05,Vancouver Canucks,1512.69637999,1523.71350262,San Jose Sharks,1485.94814939,1516.27859482,58.7938899189,56.0766876804,-3.0,-1.0,41.2061100811,43.9233123196,1504.90303401,1518.6684046,1493.74149537,1521.32369284
1535,2015-02-05,Washington Capitals,1538.28208781,1547.23061454,,1566.41784997,1521.35533034,50.9877147223,58.6720952909,1.0,-0.18,50.9877147223,58.6720952909,1544.16356204,1540.1899631,1560.53637574,1528.39598177
1536,2015-02-06,Anaheim Ducks,1539.40323312,1518.3346517,,1560.53637574,1528.39598177,51.9945422247,53.582812017,-1.0,-0.5,48.0054577753,46.417187983,1532.89904321,1511.90471426,1567.04056565,1534.82591922
1537,2015-02-06,Calgary Flames,1490.85832806,1440.68376928,Pittsburgh Penguins,1489.59857204,1509.23285328,55.1993352757,45.18684905,-4.0,-1.07,44.8006647243,54.81315095,1482.92656021,1437.06882136,1497.53033989,1512.8478012
1538,2015-02-06,Chicago Blackhawks,1509.63210372,1515.31161419,,1567.04056565,1534.82591922,46.7796272627,52.2270960538,0.0,-0.04,93.5592545255,95.5458078925,1510.01854845,1509.04436266,1566.65412092,1541.09317074
1539,2015-02-06,Columbus Blue Jackets,1458.93802637,1409.51433151,St. Louis Blues,1578.7461276,1521.83998574,38.0318948408,39.0521119478,6.0,1.05,38.0318948408,39.0521119478,1469.51167724,1415.51775705,1568.17247673,1515.83656021
1540,2015-02-06,New Jersey Devils,1478.46239609,1470.72266292,Toronto Maple Leafs,1439.03160849,1401.46700422,60.5505406144,64.56892079,4.0,-0.18,60.5505406144,64.56892079,1483.59529772,1465.43290761,1433.89870686,1406.75675953
1541,2015-02-06,Pittsburgh Penguins,1497.53033989,1512.8478012,,1566.65412092,1541.09317074,45.1049230136,50.9719470112,4.0,1.07,45.1049230136,50.9719470112,1509.34253629,1518.75834467,1554.84192452,1535.18262727
1542,2015-02-06,St. Louis Blues,1568.17247673,1515.83656021,,1554.84192452,1535.18262727,56.9108068304,52.2512588853,-6.0,-1.05,43.0891931696,47.7487411147,1553.86203236,1509.15776591,1569.15236889,1541.86142157
1543,2015-02-06,Toronto Maple Leafs,1433.89870686,1406.75675953,,1569.15236889,1541.86142157,35.9598666453,35.9796210767,-4.0,0.18,64.0401333547,64.0203789233,1427.07079952,1414.52601338,1575.98027623,1534.09216771
1544,2015-02-06,Washington Capitals,1544.16356204,1540.1899631,Anaheim Ducks,1532.89904321,1511.90471426,56.6189242947,59.0080743626,1.0,0.5,56.6189242947,59.0080743626,1547.63404809,1543.46931715,1529.42855715,1508.6253602
1545,2015-02-06,Winnipeg Jets,1508.37708864,1523.81724012,Chicago Blackhawks,1510.01854845,1509.04436266,54.7859821633,57.1142908904,0.0,0.04,90.4280356734,85.7714182192,1507.99421007,1527.24809685,1510.40142703,1505.61350593
1546,2015-02-07,Arizona Coyotes,1442.77995066,1432.00299375,Detroit Red Wings,1524.77317528,1556.31722251,43.278072995,37.4224913688,-1.0,-0.35,56.721927005,62.5775086312,1439.31770482,1429.00919444,1528.23542112,1559.31102182
1547,2015-02-07,Boston Bruins,1536.46484672,1521.39879308,New York Islanders,1529.29821457,1623.43030833,56.0386464059,40.4713252683,1.0,0.28,56.0386464059,40.4713252683,1539.98175501,1526.16108705,1525.78130628,1618.66801435
1548,2015-02-07,Buffalo Sabres,1408.81270306,1352.2923117,Dallas Stars,1489.65655663,1524.02212522,43.440562926,31.2795977336,1.0,-0.93,43.440562926,31.2795977336,1413.94361601,1349.78994388,1484.52564368,1526.52449304
1549,2015-02-07,Carolina Hurricanes,1447.01330782,1476.1017235,,1575.98027623,1534.09216771,36.7974208688,46.6962297947,0.0,0.3,73.5948417377,93.3924595894,1448.59761732,1482.49817593,1574.39596674,1527.69571528
1550,2015-02-07,Colorado Avalanche,1516.53134551,1378.40738432,,1574.39596674,1527.69571528,46.7142585516,34.1212287785,-1.0,-1.55,53.2857414484,65.8787712215,1510.92563449,1374.31283687,1580.00167776,1531.79026274
1551,2015-02-07,Columbus Blue Jackets,1469.51167724,1415.51775705,,1580.00167776,1531.79026274,39.3039076415,38.5127104719,2.0,-0.4,39.3039076415,38.5127104719,1480.23638442,1410.89623179,1569.27697058,1536.41178799
1552,2015-02-07,Dallas Stars,1484.52564368,1526.52449304,,1569.27697058,1536.41178799,42.8887477231,53.6077281878,-1.0,0.93,57.1112522769,46.3922718122,1479.37899395,1532.09156565,1574.42362031,1530.84471538
1553,2015-02-07,Detroit Red Wings,1528.23542112,1559.31102182,,1574.42362031,1530.84471538,48.3904450308,59.0332825376,1.0,0.35,48.3904450308,59.0332825376,1534.64153237,1564.22702792,1568.01750906,1525.92870928
1554,2015-02-07,Edmonton Oilers,1418.25315968,1395.93215691,,1568.01750906,1525.92870928,34.0596600185,36.659690827,-3.0,-0.51,65.9403399815,63.340309173,1412.85880456,1391.53299401,1573.41186418,1530.32787218
1555,2015-02-07,Los Angeles Kings,1481.38493049,1570.94177602,,1573.41186418,1530.32787218,41.8660786228,60.7131061825,2.0,0.47,41.8660786228,60.7131061825,1491.4011804,1575.65620327,1563.39561427,1525.61344492
1556,2015-02-07,Minnesota Wild,1485.1624577,1569.85524189,Colorado Avalanche,1510.92563449,1374.31283687,51.3289726231,79.0361988091,1.0,1.55,51.3289726231,79.0361988091,1489.05613989,1571.53234598,1507.0319523,1372.63573277
1557,2015-02-07,Montreal Canadiens,1538.3138002,1481.31601419,New Jersey Devils,1483.59529772,1465.43290761,62.6319908609,57.2707593476,1.0,1.13,62.6319908609,57.2707593476,1541.30324093,1484.73435344,1480.60585699,1462.01456836
1558,2015-02-07,Nashville Predators,1549.25931732,1554.51208127,New York Rangers,1542.34862343,1499.06317044,56.0023479481,62.7303435792,2.0,0.08,56.0023479481,62.7303435792,1553.52725925,1557.49365379,1538.08068149,1496.08159793
1559,2015-02-07,New Jersey Devils,1480.60585699,1462.01456836,,1563.39561427,1525.61344492,43.1655494051,45.8935611984,-1.0,-1.13,56.8344505949,54.1064388016,1475.42599106,1456.50734102,1568.5754802,1531.12067226
1560,2015-02-07,New York Islanders,1525.78130628,1618.66801435,,1568.5754802,1531.12067226,48.8785163335,66.9392609363,-1.0,-0.28,51.1214836665,33.0607390637,1519.91588432,1609.73695768,1574.44090216,1540.05172893
1561,2015-02-07,New York Rangers,1538.08068149,1496.08159793,,1574.44090216,1540.05172893,49.8042495102,48.7093811306,-2.0,-0.08,50.1957504898,51.2906188694,1530.25057267,1490.23647219,1582.27101098,1545.89685467
1562,2015-02-07,Ottawa Senators,1480.91797538,1491.14891368,Columbus Blue Jackets,1480.23638442,1410.89623179,55.1170161785,66.0034455935,-2.0,0.4,44.8829838215,33.9965544065,1474.78158322,1493.86863804,1486.37277659,1408.17650744
1563,2015-02-07,Pittsburgh Penguins,1509.34253629,1518.75834467,,1582.27101098,1545.89685467,44.563233989,51.1311663136,-3.0,-0.12,55.436766011,48.8688336864,1501.42452323,1512.62260471,1590.18902404,1552.03259463
1564,2015-02-07,San Jose Sharks,1493.74149537,1521.32369284,Carolina Hurricanes,1448.59761732,1482.49817593,61.3333257618,60.4672830588,0.0,-0.3,77.3333484764,79.0654338824,1492.83482931,1516.4863102,1449.50428338,1487.33555857
1565,2015-02-07,Tampa Bay Lightning,1522.60327403,1603.32628706,Los Angeles Kings,1491.4011804,1575.65620327,59.4135942973,58.9223912522,-2.0,-0.47,40.5864057027,41.0776087478,1515.6913981,1598.60782343,1498.31305633,1580.37466691
1566,2015-02-07,Toronto Maple Leafs,1427.07079952,1414.52601338,Edmonton Oilers,1412.85880456,1391.53299401,57.0351894543,58.2692113839,3.0,0.51,57.0351894543,58.2692113839,1432.08431288,1417.86447647,1407.8452912,1388.19453092
1567,2015-02-07,Vancouver Canucks,1504.90303401,1518.6684046,Pittsburgh Penguins,1501.42452323,1512.62260471,55.5149731422,55.8796370246,3.0,0.12,55.5149731422,55.8796370246,1510.16865844,1522.19803364,1496.1588988,1509.09297568
1568,2015-02-08,Anaheim Ducks,1529.42855715,1508.6253602,,1590.18902404,1552.03259463,46.2995493028,48.7903378023,-3.0,-0.37,53.7004506972,51.2096621977,1521.07282676,1502.77051967,1598.54475444,1557.88743516
1569,2015-02-08,Boston Bruins,1539.98175501,1526.16108705,Montreal Canadiens,1541.30324093,1484.73435344,54.8316041709,60.8246555241,-1.0,0.36,45.1683958291,39.1753444759,1535.15601439,1529.29511461,1546.12898155,1481.60032589
1570,2015-02-08,Buffalo Sabres,1413.94361601,1349.78994388,New York Islanders,1519.91588432,1609.73695768,39.9260042529,21.5024741414,0.0,-0.64,79.8520085058,43.0049482827,1414.74953567,1347.90566619,1519.10996466,1611.62123537
1571,2015-02-08,Chicago Blackhawks,1510.40142703,1505.61350593,,1598.54475444,1557.88743516,42.4111521857,47.5161280567,0.0,-0.44,84.8223043713,95.0322561133,1511.31208876,1499.91157056,1597.6340927,1563.58937053
1572,2015-02-08,Colorado Avalanche,1507.0319523,1372.63573277,,1597.6340927,1563.58937053,42.0658286522,28.9514881213,-2.0,-0.72,57.9341713478,71.0485118787,1501.08896014,1369.1615542,1603.57708485,1567.06354911
1573,2015-02-08,Dallas Stars,1479.37899395,1532.09156565,,1603.57708485,1567.06354911,37.4381486728,50.0040319056,0.0,-0.15,74.8762973457,99.9919361888,1480.88641611,1526.09108183,1602.0696627,1573.06403293
1574,2015-02-08,Florida Panthers,1524.8035598,1534.719612,Nashville Predators,1553.52725925,1557.49365379,50.9031340171,51.7587309497,2.0,-0.27,50.9031340171,51.7587309497,1529.90496035,1530.57891353,1548.42585871,1561.63435226
1575,2015-02-08,Montreal Canadiens,1546.12898155,1481.60032589,,1602.0696627,1573.06403293,46.990037645,41.9450091419,1.0,-0.36,46.990037645,41.9450091419,1552.89364433,1476.56692479,1595.30499991,1578.09743403
1576,2015-02-08,Nashville Predators,1548.42585871,1561.63435226,,1595.30499991,1578.09743403,48.2911200112,52.6651485835,-2.0,0.27,51.7088799888,47.3348514165,1540.9751353,1567.31453443,1602.75572332,1572.41725186
1577,2015-02-08,New York Islanders,1519.10996466,1611.62123537,,1602.75572332,1572.41725186,43.0447034859,60.5193498929,0.0,0.64,86.0894069717,78.9613002142,1519.94460024,1616.35891338,1601.92108774,1567.67957385
1578,2015-02-08,New York Rangers,1530.25057267,1490.23647219,Dallas Stars,1480.88641611,1526.09108183,61.9078584486,49.8770120351,0.0,0.15,76.1842831029,99.7540240702,1529.297944,1494.24631123,1481.83904479,1522.08124279
1579,2015-02-08,Philadelphia Flyers,1465.23085042,1515.70972885,,1601.92108774,1567.67957385,35.7696502416,47.5597831861,2.0,0.14,35.7696502416,47.5597831861,1476.96401791,1522.00255486,1590.18792025,1561.38674783
1580,2015-02-08,St. Louis Blues,1553.86203236,1509.15776591,Chicago Blackhawks,1511.31208876,1499.91157056,60.978614059,56.3333378316,0.0,0.44,78.0427718821,87.3333243368,1552.98374323,1512.65109889,1512.19037789,1496.41823759
1581,2015-02-08,Tampa Bay Lightning,1515.6913981,1598.60782343,Anaheim Ducks,1521.07282676,1502.77051967,54.2521593136,67.9866870878,3.0,0.37,54.2521593136,67.9866870878,1521.16873389,1601.16888846,1515.59549096,1500.20945464
1582,2015-02-08,Washington Capitals,1547.63404809,1543.46931715,Philadelphia Flyers,1476.96401791,1522.00255486,64.7549623019,58.0554191311,-2.0,-0.14,35.2450376981,41.9445808689,1539.70994772,1538.82488362,1484.88811828,1526.64698839
1583,2015-02-08,Winnipeg Jets,1507.99421007,1527.24809685,Colorado Avalanche,1501.08896014,1369.1615542,56.0015757881,75.2407811293,2.0,0.72,56.0015757881,75.2407811293,1512.26227535,1529.22883436,1496.82089486,1367.18081669
1584,2015-02-09,Arizona Coyotes,1439.31770482,1429.00919444,,1590.18792025,1561.38674783,33.9168338536,36.3420150415,-1.0,-0.09,66.0831661464,63.6579849585,1435.24768476,1424.64815264,1594.25794031,1565.74778964
1585,2015-02-09,Calgary Flames,1482.92656021,1437.06882136,,1594.25794031,1565.74778964,39.1884245639,36.8359860642,1.0,0.13,39.1884245639,36.8359860642,1491.78596569,1444.64850303,1585.39853483,1558.16810796
1586,2015-02-09,Chicago Blackhawks,1512.19037789,1496.41823759,Arizona Coyotes,1435.24768476,1424.64815264,65.5746040488,64.8993512652,1.0,0.09,65.5746040488,64.8993512652,1514.94440956,1499.22628949,1432.49365308,1421.84010074
1587,2015-02-09,Columbus Blue Jackets,1486.37277659,1408.17650744,Los Angeles Kings,1498.31305633,1580.37466691,53.3136961734,31.2216748835,-2.0,-2.01,46.6863038266,68.7783251165,1480.55248276,1405.67877345,1504.13335015,1582.8724009
1588,2015-02-09,Edmonton Oilers,1407.8452912,1388.19453092,,1585.39853483,1558.16810796,30.5635794776,31.4973208555,0.0,0.34,61.1271589552,62.9946417111,1410.35258268,1397.77026785,1582.89124335,1548.59237104
1589,2015-02-09,Los Angeles Kings,1504.13335015,1582.8724009,,1582.89124335,1548.59237104,43.7358192815,59.8401214019,2.0,2.01,43.7358192815,59.8401214019,1513.64379524,1588.38570421,1573.38079826,1543.07906772
1590,2015-02-09,Minnesota Wild,1489.05613989,1571.53234598,Vancouver Canucks,1510.16865844,1522.19803364,51.9975055358,61.9038070401,1.0,-0.16,51.9975055358,61.9038070401,1492.89633944,1566.58004142,1506.32845888,1527.15033821
1591,2015-02-09,New Jersey Devils,1475.42599106,1456.50734102,Edmonton Oilers,1410.35258268,1397.77026785,64.0162347069,63.1717959367,0.0,-0.34,71.9675305862,73.6564081265,1474.30469228,1451.20551772,1411.47388146,1403.07209115
1592,2015-02-09,San Jose Sharks,1492.83482931,1516.4863102,Calgary Flames,1491.78596569,1444.64850303,55.1693117088,64.9082313496,-1.0,-0.13,44.8306882912,35.0917686504,1487.94986933,1511.22133541,1496.67092568,1449.91347781
1593,2015-02-09,Vancouver Canucks,1506.32845888,1527.15033821,,1573.38079826,1543.07906772,45.4003391196,52.7418232203,-1.0,0.16,54.5996608804,47.2581767797,1500.88041819,1532.82131942,1578.82883896,1537.40808651
1594,2015-02-10,Anaheim Ducks,1515.59549096,1500.20945464,,1578.82883896,1537.40808651,45.9458146636,49.6835956624,-2.0,0.04,54.0541853364,50.3164043376,1508.72267782,1506.24742316,1585.7016521,1531.37011799
1595,2015-02-10,Arizona Coyotes,1432.49365308,1421.84010074,,1585.7016521,1531.37011799,33.6158656255,39.4358157512,-1.0,-1.5,66.3841343745,60.5641842488,1428.4597492,1417.10780285,1589.73555597,1536.10241588
1596,2015-02-10,Boston Bruins,1535.15601439,1529.29511461,Dallas Stars,1481.83904479,1522.08124279,62.4429761371,56.0453454695,0.0,0.58,75.1140477258,87.9093090609,1534.1605763,1532.81148697,1482.83448288,1518.56487043
1597,2015-02-10,Buffalo Sabres,1414.74953567,1347.90566619,Ottawa Senators,1474.78158322,1493.86863804,46.4038191205,34.5528205713,-1.0,0.06,53.5961808795,65.4471794287,1411.03723014,1353.14757219,1478.49388875,1488.62673203
1598,2015-02-10,Dallas Stars,1482.83448288,1518.56487043,,1589.73555597,1536.10241588,39.7978338885,52.5109352296,0.0,-0.58,79.5956677771,94.9781295408,1484.05874281,1512.2635582,1588.51129604,1542.40372811
1599,2015-02-10,Edmonton Oilers,1411.47388146,1403.07209115,,1588.51129604,1542.40372811,30.6266321398,35.4210740218,-3.0,0.02,69.3733678602,64.5789259782,1406.85823758,1410.82156227,1593.12693993,1534.65425699
1600,2015-02-10,Florida Panthers,1529.90496035,1530.57891353,Anaheim Ducks,1508.72267782,1506.24742316,58.0155365832,58.4564440555,2.0,-0.04,58.0155365832,58.4564440555,1533.85418477,1525.902398,1504.7734534,1510.92393868
1601,2015-02-10,Minnesota Wild,1492.89633944,1566.58004142,,1593.12693993,1534.65425699,40.7213297672,59.5140106077,0.0,-0.69,81.4426595344,80.9719787845,1494.00977987,1558.78870424,1592.0134995,1542.44559417
1602,2015-02-10,Montreal Canadiens,1552.89364433,1476.56692479,Philadelphia Flyers,1484.88811828,1526.64698839,64.4041146481,47.8311661803,0.0,1.52,71.1917707038,95.6623323606,1551.74131516,1481.63298787,1486.04044745,1521.58092532
1603,2015-02-10,Nashville Predators,1540.9751353,1567.31453443,Tampa Bay Lightning,1521.16873389,1601.16888846,57.8224984727,50.1648711114,0.0,-0.7,84.3550030545,99.6702577772,1540.34933542,1563.30134474,1521.79453377,1605.18207815
1604,2015-02-10,New York Islanders,1519.94460024,1616.35891338,Edmonton Oilers,1406.85823758,1410.82156227,70.1081593489,79.9735859119,3.0,-0.02,70.1081593489,79.9735859119,1522.91259188,1607.84666877,1403.89024594,1419.33380688
1605,2015-02-10,New York Rangers,1529.297944,1494.24631123,,1592.0134995,1542.44559417,46.0198499727,48.1013838186,1.0,-0.32,46.0198499727,48.1013838186,1536.31394379,1488.47414517,1584.99749971,1548.21776022
1606,2015-02-10,Ottawa Senators,1478.49388875,1488.62673203,,1584.99749971,1548.21776022,39.8526646405,46.4669643194,1.0,-0.06,39.8526646405,46.4669643194,1487.16801876,1483.05069632,1576.3233697,1553.79379594
1607,2015-02-10,Philadelphia Flyers,1486.04044745,1521.58092532,,1576.3233697,1553.79379594,42.1106175867,50.4010915554,0.0,-1.52,84.2212351735,99.1978168891,1486.98717334,1514.4300262,1575.37664381,1560.94469506
1608,2015-02-10,St. Louis Blues,1552.98374323,1512.65109889,Arizona Coyotes,1428.4597492,1417.10780285,71.469435398,67.9498401797,1.0,1.5,71.469435398,67.9498401797,1555.2661884,1515.21511167,1426.17730404,1414.54379006
1609,2015-02-10,Tampa Bay Lightning,1521.79453377,1605.18207815,,1575.37664381,1560.94469506,47.3283663159,61.2095001856,0.0,0.7,94.6567326318,77.5809996287,1522.11512981,1609.83693813,1575.05604777,1556.28983508
1610,2015-02-10,Toronto Maple Leafs,1432.08431288,1417.86447647,New York Rangers,1536.31394379,1488.47414517,40.1668508725,44.8932260786,-1.0,0.32,59.8331491275,55.1067739214,1428.87096481,1422.27301839,1539.52729186,1484.06560326
1611,2015-02-10,Winnipeg Jets,1512.26227535,1529.22883436,Minnesota Wild,1494.00977987,1558.78870424,57.6041957181,50.7828336819,0.0,0.69,84.7916085638,98.4343326362,1511.6539397,1533.16620766,1494.61811553,1554.85133094
1612,2015-02-11,Chicago Blackhawks,1514.94440956,1499.22628949,Vancouver Canucks,1500.88041819,1532.82131942,57.0143104539,50.2021903441,-3.0,0.29,42.9856895461,49.7978096559,1507.48172309,1503.21011426,1508.34310466,1528.83749465
1613,2015-02-11,Detroit Red Wings,1534.64153237,1564.22702792,,1575.05604777,1556.28983508,49.2208516731,56.14789207,-4.0,-0.56,50.7791483269,43.85210793,1524.39028185,1557.48928087,1585.30729829,1563.02758213
1614,2015-02-11,Pittsburgh Penguins,1496.1588988,1509.09297568,Detroit Red Wings,1524.39028185,1557.48928087,50.9739590672,48.073071533,4.0,0.56,50.9739590672,48.073071533,1502.95805035,1513.24712995,1517.5911303,1553.33512659
1615,2015-02-11,San Jose Sharks,1487.94986933,1511.22133541,Washington Capitals,1539.70994772,1538.82488362,47.5899000076,51.0642742025,0.0,0.85,95.1798000152,97.871451595,1488.14267733,1515.13619348,1539.51713973,1534.91002556
1616,2015-02-11,Vancouver Canucks,1508.34310466,1528.83749465,,1585.30729829,1563.02758213,43.9900639156,50.1165555691,3.0,-0.29,43.9900639156,50.1165555691,1519.26048581,1522.82350798,1574.38991714,1569.0415688
1617,2015-02-11,Washington Capitals,1539.51713973,1534.91002556,,1574.38991714,1569.0415688,50.0183088003,50.1249807141,0.0,-0.85,99.9633823995,99.7500385718,1539.51494267,1528.89502787,1574.3921142,1575.05656649
1618,2015-02-12,Anaheim Ducks,1504.7734534,1510.92393868,,1574.3921142,1575.05656649,45.0343965857,45.8172760186,2.0,-1.21,45.0343965857,45.8172760186,1513.93792057,1505.42586556,1565.22764703,1580.55463961
1619,2015-02-12,Calgary Flames,1496.67092568,1449.91347781,,1565.22764703,1580.55463961,45.1857601332,36.5735704543,-3.0,-1.76,54.8142398668,63.4264295457,1488.59665816,1445.52464936,1573.30191454,1584.94346806
1620,2015-02-12,Carolina Hurricanes,1449.50428338,1487.33555857,Anaheim Ducks,1513.93792057,1505.42586556,45.7742635616,52.4315807929,-2.0,1.21,54.2257364384,47.5684192071,1444.95027252,1491.23269104,1518.49193143,1501.52873309
1621,2015-02-12,Colorado Avalanche,1496.82089486,1367.18081669,New York Rangers,1539.52729186,1484.06560326,48.8911421639,38.4292809837,-2.0,1.25,51.1088578361,61.5707190163,1491.7538645,1373.57746275,1544.59432221,1477.66895719
1622,2015-02-12,Edmonton Oilers,1403.89024594,1419.33380688,,1573.30191454,1584.94346806,31.567154071,32.041840562,0.0,2.05,63.134308142,64.083681124,1406.21520587,1432.25806576,1570.97695461,1572.01920918
1623,2015-02-12,Florida Panthers,1533.85418477,1525.902398,,1570.97695461,1572.01920918,49.6945126646,48.4007080131,0.0,1.13,99.3890253292,96.8014160262,1533.89084325,1532.58565958,1570.94029613,1565.3359476
1624,2015-02-12,Los Angeles Kings,1513.64379524,1588.38570421,Calgary Flames,1488.59665816,1445.52464936,58.5564529327,73.5721957857,3.0,1.76,58.5564529327,73.5721957857,1518.40801025,1590.49992855,1483.83244315,1443.41042502
